Channel Number,Receive Frequency,Transmit Frequency,Offset Frequency,Offset Direction,Operating Mode,Name,Show Name,Tone Mode,CTCSS,Rx CTCSS,DCS,Rx DCS,Skip,Step,Mask,Attenuator,Comment,IPO,
1511,434.825,432.825,2.000000,Minus,FM,SM7LNT/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1512,434.725,432.725,2.000000,Minus,FM,SM7NTJ/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1513,145.775,145.175,0.600000,Minus,FM,SM7NTJ/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1514,434.775,432.775,2.000000,Minus,FM,SM7UBU/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1515,434.7,432.7,2.000000,Minus,FM,SM7XCO/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1516,434.875,432.875,2.000000,Minus,FM,SM7YWE/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1517,439.0625,431.4625,7.600000,Minus,FM,SR0CK,On,Tone,77.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1518,439.5125,431.9125,7.600000,Minus,FM,SR0DN,On,Tone,77.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1519,439.5375,431.9375,7.600000,Minus,FM,SR0DZ,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1520,439.1375,431.5375,7.600000,Minus,FM,SR0GOL,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1521,438.35,430.75,7.600000,Minus,FM,SR0LU,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1522,438.3125,430.7125,7.600000,Minus,FM,SR0MI,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1523,438.4875,430.8875,7.600000,Minus,FM,SR0ON,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1524,438.825,431.225,7.600000,Minus,FM,SR0WW,On,Tone,82.5 Hz,82.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1525,439.55,431.95,7.600000,Minus,FM,SR1BAR,On,Tone,82.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1526,145.7875,439.5,293.712500,Plus,FM,SR1CH,On,Tone,82.5 Hz,82.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1527,438.7125,431.1125,7.600000,Minus,FM,SR1CZ,On,Tone,82.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1528,145.6125,145.0125,0.600000,Minus,FM,SR1D,On,Tone,77.0 Hz,77.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1529,145.625,145.025,0.600000,Minus,FM,SR1G,On,Tone,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1530,145.28,145.28,0.000000,Plus,FM,SR1GL,On,Tone,82.5 Hz,82.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1531,145.7,145.1,0.600000,Minus,FM,SR1K,On,Tone,82.5 Hz,82.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1532,438.675,431.075,7.600000,Minus,FM,SR1KN,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1533,1298.3,1270.3,28.000000,Minus,FM,SR1LS,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1534,145.675,145.075,0.600000,Minus,FM,SR1N,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1535,145.725,145.125,0.600000,Minus,FM,SR1P,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1536,439.15,431.55,7.600000,Minus,FM,SR1RE,On,Tone,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1537,438.875,431.275,7.600000,Minus,FM,SR1RG,On,Tone,82.5 Hz,82.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1538,145.77,145.17,0.600000,Minus,FM,SR1S,On,Tone,82.5 Hz,82.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1539,439.075,431.475,7.600000,Minus,FM,SR1SZ,On,Tone,82.5 Hz,82.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1540,29.67,29.57,0.100000,Minus,FM,SR1TS,On,Tone,82.5 Hz,82.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1541,145.6125,145.0125,0.600000,Minus,FM,SR1W,On,Tone,82.5 Hz,82.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1542,439.4,431.8,7.600000,Minus,FM,SR1WA,On,Tone,82.5 Hz,82.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1543,438.725,431.125,7.600000,Minus,FM,SR1WU,On,Tone,82.5 Hz,82.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1544,439.2,431.6,7.600000,Minus,FM,SR1WX,On,Tone,82.5 Hz,82.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1545,439.2625,431.6625,7.600000,Minus,FM,SR1YWX,On,Tone,82.5 Hz,82.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1546,145.6375,145.0375,0.600000,Minus,FM,SR1Z,On,Tone,82.5 Hz,82.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1547,439,431.4,7.600000,Minus,FM,SR1ZS,On,Tone,82.5 Hz,82.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1548,1298.175,1270.175,28.000000,Minus,FM,SR23BN,On,None,88.5 Hz,71.9 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1549,1298.1,1270.1,28.000000,Minus,FM,SR23CM,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1550,145.725,145.125,0.600000,Minus,FM,SR2BG,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1551,439.1,431.5,7.600000,Minus,FM,SR2BT,On,Tone,77.0 Hz,77.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1552,438.7,431.1,7.600000,Minus,FM,SR2BW,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1553,438.725,431.125,7.600000,Minus,FM,SR2BY,On,Tone,67.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1554,145.6,145,0.600000,Minus,FM,SR2C,On,Tone,94.8 Hz,94.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1555,439.55,431.95,7.600000,Minus,FM,SR2EL,On,Tone,94.8 Hz,94.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1556,439.5375,431.9375,7.600000,Minus,FM,SR2FM,On,Tone,74.4 Hz,74.4 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1557,438.975,431.375,7.600000,Minus,FM,SR2GA,On,Tone,94.8 Hz,94.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1558,439.075,431.475,7.600000,Minus,FM,SR2GD,On,Tone,94.8 Hz,94.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1559,439.075,431.475,7.600000,Minus,FM,SR2GD,On,Tone,94.8 Hz,94.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1560,439.0875,431.4875,7.600000,Minus,FM,SR2GD-C,On,Tone,94.8 Hz,94.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1561,439.35,431.75,7.600000,Minus,FM,SR2GDA,On,Tone,94.8 Hz,94.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1562,439.325,431.725,7.600000,Minus,FM,SR2GN,On,Tone,94.8 Hz,94.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1563,439.2,431.6,7.600000,Minus,FM,SR2GR,On,Tone,94.8 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1564,145.6875,145.0875,0.600000,Minus,FM,SR2GRU,On,Tone,94.8 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1565,438.55,430.95,7.600000,Minus,FM,SR2GS,On,Tone,94.8 Hz,94.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1566,439.025,431.425,7.600000,Minus,FM,SR2GT,On,Tone,94.8 Hz,94.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1567,438.6625,431.0625,7.600000,Minus,FM,SR2I,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1568,145.5875,144.9875,0.600000,Minus,FM,SR2J,On,Tone,74.4 Hz,74.4 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1569,439.1625,431.5625,7.600000,Minus,FM,SR2JJ,On,Tone,74.4 Hz,74.4 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1570,145.7125,145.1125,0.600000,Minus,FM,SR2K,On,Tone,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1571,439.425,431.825,7.600000,Minus,FM,SR2KU,On,Tone,94.8 Hz,94.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1572,145.3375,431.025,285.687500,Plus,FM,SR2KW,On,Tone,100.0 Hz,100.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1573,439.25,431.65,7.600000,Minus,FM,SR2KY,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1574,439.3,431.7,7.600000,Minus,FM,SR2PA,On,Tone,94.8 Hz,94.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1575,145.7375,145.1375,0.600000,Minus,FM,SR2PB,On,Tone,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1576,145.65,145.05,0.600000,Minus,FM,SR2R,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1577,438.6625,431.0625,7.600000,Minus,FM,SR2RR,On,Tone,67.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1578,438.75,431.15,7.600000,Minus,FM,SR2SL,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1579,438.775,431.175,7.600000,Minus,FM,SR2SWR,On,Tone,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1580,145.775,145.175,0.600000,Minus,FM,SR2T,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1581,439.1375,431.5375,7.600000,Minus,FM,SR2VV,On,Tone,74.4 Hz,74.4 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1582,439.025,431.425,7.600000,Minus,FM,SR2W,On,Tone,82.5 Hz,82.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1583,439.025,431.425,7.600000,Minus,FM,SR2WL,On,Tone,82.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1584,145.65,145.05,0.600000,Minus,FM,SR2Z,On,Tone,94.8 Hz,94.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1585,145.6625,145.0625,0.600000,Minus,FM,SR3A,On,Tone,79.7 Hz,79.7 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1586,145.75,145.15,0.600000,Minus,FM,SR3G,On,Tone,77.0 Hz,77.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1587,439.175,431.575,7.600000,Minus,FM,SR3GO,On,Tone,77.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1588,438.95,431.35,7.600000,Minus,FM,SR3GW,On,Tone,77.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1589,439.5,431.9,7.600000,Minus,FM,SR3J,On,Tone,79.7 Hz,79.7 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1590,438.975,431.375,7.600000,Minus,FM,SR3JA,On,Tone,110.9 Hz,110.9 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1591,145.75,145.15,0.600000,Minus,FM,SR3K,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1592,438.4375,430.8375,7.600000,Minus,FM,SR3KEP,On,Tone,103.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1593,438.8,431.2,7.600000,Minus,FM,SR3KH,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1594,145.775,145.175,0.600000,Minus,FM,SR3L,On,Tone,103.5 Hz,103.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1595,439.275,431.675,7.600000,Minus,FM,SR3LS,On,Tone,103.5 Hz,103.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1596,439.125,431.525,7.600000,Minus,FM,SR3LW,On,Tone,110.9 Hz,110.9 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1597,439.225,431.625,7.600000,Minus,FM,SR3MDW,On,Tone,103.5 Hz,103.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1598,145.6875,145.0875,0.600000,Minus,FM,SR3N,On,Tone,110.9 Hz,110.9 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1599,145.725,145.125,0.600000,Minus,FM,SR3O,On,Tone,103.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1600,439.3,431.7,7.600000,Minus,FM,SR3OS,On,Tone,103.5 Hz,103.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1601,145.65,145.05,0.600000,Minus,FM,SR3P,On,Tone,110.9 Hz,110.9 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1602,438.875,431.275,7.600000,Minus,FM,SR3PB,On,Tone,110.9 Hz,110.9 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1603,439.05,431.45,7.600000,Minus,FM,SR3PI,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1604,439.2,431.6,7.600000,Minus,FM,SR3PO,On,Tone,110.9 Hz,110.9 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1605,1298.4,1270.4,28.000000,Minus,FM,SR3PO,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1606,438.9,431.3,7.600000,Minus,FM,SR3PX,On,Tone,110.9 Hz,110.9 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1607,438.825,431.225,7.600000,Minus,FM,SR3RR,On,Tone,103.5 Hz,103.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1608,439.1,431.5,7.600000,Minus,FM,SR3SN,On,Tone,100.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1609,439.1,431.1,8.000000,Minus,FM,SR3SR,On,Tone,110.9 Hz,110.9 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1610,145.6375,145.0375,0.600000,Minus,FM,SR3T,On,Tone,110.9 Hz,110.9 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1611,439.15,431.55,7.600000,Minus,FM,SR3TU,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1612,439.325,431.725,7.600000,Minus,FM,SR3WT,On,Tone,110.9 Hz,110.9 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1613,145.7625,145.1625,0.600000,Minus,FM,SR3X,On,Tone,110.9 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1614,439.025,431.425,7.600000,Minus,FM,SR3XX,On,Tone,110.9 Hz,110.9 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1615,438.7,431.1,7.600000,Minus,FM,SR3XXX,On,Tone,110.9 Hz,110.9 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1616,145.7125,145.1125,0.600000,Minus,FM,SR3Z,On,Tone,71.9 Hz,71.9 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1617,1298.5,1270.5,28.000000,Minus,FM,SR3ZF,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1618,439.075,431.475,7.600000,Minus,FM,SR3ZG,On,Tone,203.5 Hz,203.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1619,438.75,431.15,7.600000,Minus,FM,SR3ZJ,On,Tone,79.7 Hz,79.7 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1620,439.3375,431.7375,7.600000,Minus,FM,SR4AUU,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1621,145.6875,145.0875,0.600000,Minus,FM,SR4AUV,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1622,438.5375,430.9375,7.600000,Minus,FM,SR4BA,On,Tone,67.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1623,438.4625,430.8625,7.600000,Minus,FM,SR4BI,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1624,438.925,431.325,7.600000,Minus,FM,SR4BK,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1625,438.6,431,7.600000,Minus,FM,SR4BL,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1626,439.025,431.425,7.600000,Minus,FM,SR4BS,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1627,145.7875,145.1875,0.600000,Minus,FM,SR4D,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1628,438.575,430.975,7.600000,Minus,FM,SR4DGT,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1629,438.3,430.7,7.600000,Minus,FM,SR4DM,On,Tone,67.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1630,438.6125,431.0125,7.600000,Minus,FM,SR4DMR,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1631,439.05,431.45,7.600000,Minus,FM,SR4EL,On,Tone,94.8 Hz,94.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1632,439.2375,431.6375,7.600000,Minus,FM,SR4H,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1633,438.2125,430.6125,7.600000,Minus,FM,SR4IL,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1634,145.625,145.025,0.600000,Minus,FM,SR4J,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1635,1298.2,1270.2,28.000000,Minus,FM,SR4LDG,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1636,438.725,431.125,7.600000,Minus,FM,SR4LG,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1637,1298.6,1270.6,28.000000,Minus,FM,SR4LM,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1638,439.1,431.5,7.600000,Minus,FM,SR4LO,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1639,439.375,431.775,7.600000,Minus,FM,SR4LU,On,Tone,67.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1640,145.6,145,0.600000,Minus,FM,SR4M,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1641,438.75,431.15,7.600000,Minus,FM,SR4MI,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1642,438.45,430.85,7.600000,Minus,FM,SR4MO,On,Tone,67.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1643,439.15,431.15,8.000000,Minus,FM,SR4MR,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1644,438.15,430.55,7.600000,Minus,FM,SR4MWO,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1645,145.725,145.125,0.600000,Minus,FM,SR4O,On,None,88.5 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1646,145.6875,145.0875, ,Split,FM,SR4OEX,On,Tone,67.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1647,145.6875,145.0875,0.600000,Minus,FM,SR4OEX,On,Tone,67.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1648,438.5125,430.9125,7.600000,Minus,FM,SR4OL,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1649,438.675,431.075,7.600000,Minus,FM,SR4ON,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1650,438.95,431.35,7.600000,Minus,FM,SR4ONX,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1651,438.4,430.8,7.600000,Minus,FM,SR4OS,On,Tone,67.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1652,439,431.4,7.600000,Minus,FM,SR4PA,On,Tone,94.8 Hz,94.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1653,145.775,145.175,0.600000,Minus,FM,SR4PA,On,Tone,94.8 Hz,94.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1654,439.575,430.175,9.400000,Minus,FM,SR4PL,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1655,145.7,145.1,0.600000,Minus,FM,SR4RS,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1656,145.575,144.975,0.600000,Minus,FM,SR4S,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1657,439.375,431.775,7.600000,Minus,FM,SR4SA,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1658,438.875,431.275,7.600000,Minus,FM,SR4SN,On,Tone,67.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1659,439.2,431.6,7.600000,Minus,FM,SR4ST,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1660,438.8,431.2,7.600000,Minus,FM,SR4SU,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1661,438.9,431.3,7.600000,Minus,FM,SR4SUU,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1662,434.7,434.7,0.000000,Plus,FM,SR4SUW,On,Tone,67.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1663,439.325,431.725,7.600000,Minus,FM,SR4SW,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1664,145.7625,145.1625,0.600000,Minus,FM,SR4T,On,Tone,94.8 Hz,94.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1665,145.725,145.125,0.600000,Minus,FM,SR4U,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1666,438.6,431,7.600000,Minus,FM,SR4UVE,On,Tone,94.8 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1667,438.125,430.525,7.600000,Minus,FM,SR4WA,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1668,145.6,145,0.600000,Minus,FM,SR4X,On,Tone,67.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1669,438.4375,430.8375,7.600000,Minus,FM,SR5CI,On,Tone,127.3 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1670,145.5875,144.9875,0.600000,Minus,FM,SR5DV,On,Tone,127.3 Hz,127.3 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1671,439.375,431.775,7.600000,Minus,FM,SR5E,On,Tone,127.3 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1672,145.7,145.7,0.000000,Plus,FM,SR5ECHO,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1673,439.15,439.15,0.000000,Plus,FM,SR5ECHO,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1674,438.25,430.65,7.600000,Minus,FM,SR5FWG,On,Tone,127.3 Hz,127.3 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1675,439.225,431.625,7.600000,Minus,FM,SR5GM,On,Tone,127.3 Hz,127.3 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1676,438.8,431.2,7.600000,Minus,FM,SR5GR,On,Tone,127.3 Hz,127.3 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1677,439.0375,431.4375,7.600000,Minus,FM,SR5ID,On,Tone,127.3 Hz,127.3 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1678,439.2,431.6,7.600000,Minus,FM,SR5KO,On,Tone,118.8 Hz,118.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1679,29.68,29.58, ,Split,FM,SR5KP,On,Tone,127.3 Hz,127.3 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1680,29.68,29.58,0.100000,Minus,FM,SR5KP,On,Tone,127.3 Hz,127.3 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1681,438.2,430.6,7.600000,Minus,FM,SR5KPN,On,Tone,127.3 Hz,127.3 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1682,438.2,430.6,7.600000,Minus,FM,SR5KPN,On,Tone,127.3 Hz,127.3 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1683,1298.4,1270.4,28.000000,Minus,FM,SR5LOM,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1684,1298.1,1270.1,28.000000,Minus,FM,SR5LW,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1685,438.95,431.35,7.600000,Minus,FM,SR5MM,On,Tone,127.3 Hz,127.3 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1686,439.425,431.825,7.600000,Minus,FM,SR5ND,On,Tone,127.3 Hz,127.3 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1687,438.975,431.375,7.600000,Minus,FM,SR5NRD,On,Tone,127.3 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1688,438.975,431.375, ,Split,FM,SR5NRD,On,Tone,127.3 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1689,145.675,145.075,0.600000,Minus,FM,SR5O,On,Tone,127.3 Hz,127.3 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
